1012,1.29684825487647,103.85253591654000,Hotel Grand Pacific
1013,1.29770970610083,103.8532247463230,St. Joseph's Ch
1019,1.29698951191332,103.85302201172500,Bras Basah Cplx
1029,1.2966729849642,103.85441422464300,Opp Natl Lib
1039,1.29820784139683,103.85549139837400,Bugis Cube
1059,1.30075679526626,103.85611040457600,Bugis Stn Exit B
1109,1.30358577565355,103.85650372998200,Queen St Ter
1112,1.30009212839081,103.85520027125800,Opp Bugis Stn Exit C
1113,1.30117297541547,103.8561140106390,Bugis Stn Exit A
1119,1.2996041093804,103.85512934079600,Aft Bugis Stn Exit C
1121,1.30393809691048,103.85867999243200,Stamford Pr Sch
1129,1.30350269187301,103.85864530718500,Opp Stamford Pr Sch
1139,1.30033057855542,103.85716080665900,Parkview Sq
1211,1.30551803523268,103.8605449516030,Opp Blk 461
1219,1.30526598535719,103.86072019914600,Blk 461
1229,1.30337552638813,103.85963089198300,Bef Sultan Mque
1231,1.3032499999752,103.8610830559660,Opp Textile Ctr
1239,1.30291236608351,103.86161817611100,Sultan Plaza
1311,1.3070916463394,103.86219695241000,Lavender Stn Exit B
1319,1.30757426746418,103.86325596123500,Lavender Stn Exit A/ICA
1329,1.30495670239172,103.86363028484100,Blk 8
1339,1.30774601733202,103.8642627465440,Bef Crawford Bridge
1341,1.30647555600578,103.86452527798700,Southbank
1349,1.30568635716829,103.86543994417900,Opp Blk 4
1411,1.30211332865049,103.86295598167300,Opp St. John HQ
1419,1.3020199999911,103.86326333301200,St. John HQ
1421,1.30338444400173,103.86483888898600,Opp Golden Mile Cplx
1429,1.3032136089394,103.86501584807800,Golden Mile Cplx
1511,1.29919826103807,103.85864518302400,Opp The Gateway
1519,1.29907492488417,103.8589102973440,The Gateway
1521,1.30088304437602,103.86066098182200,Opp Plaza Parkroyal
1529,1.30041667676526,103.86044115259900,Plaza Parkroyal
1541,1.29886465442254,103.85734583628700,Bugis Stn Exit D
1549,1.30069868861162,103.85873120467100,Opp Duo Residences
1559,1.30168731070562,103.85752923961600,Landmark Village Hotel
1611,1.29527259171342,103.85533686181200,Aft Raffles Hotel
1619,1.29428694178246,103.85503809424200,Esplanade Stn Exit F
1621,1.29695888888745,103.85655611109800,Opp Shaw Twrs
1629,1.297085,103.856894,Shaw Twrs
1631,1.29693614589482,103.85580555528100,Aft Beach Rd
1639,1.29738750001468,103.85557583297600,Bef Beach Rd
2029,1.290106,103.85464,Aft Esplanade Stn Exit D
2049,1.29452091230981,103.85402155505200,Raffles Hotel
2051,1.2895030556082,103.85903388899300,The Float @ Marina Bay
2061,1.2899638888957,103.85640388886300,The Esplanade
2089,1.29152694444975,103.8592061110500,Promenade Stn/Pan Pacific
2099,1.29147264805943,103.86148558380800,Marina Ctr Ter
2101,1.28938483786533,103.86183148116300,AFT S'PORE FLYER
2111,1.29095592348389,103.85453419435200,Esplanade Bridge
2119,1.29184407356581,103.85534334305100,Opp War Memorial Pk
2141,1.29576571603037,103.85933814632900,Suntec Twr Two
